analysis_group,column_name,P01,P01_P05_gap,P05,P25,P50,P75,P95,P95_P99_gap,P99,absence_like_zero,alternative_encoding,basic_type,binary_encoding_candidate,cardinality_categorical_family,cardinality_is_absence_related,cardinality_is_nominal,cardinality_is_ordinal,cardinality_level,cardinality_unique_count,cardinality_unique_ratio,categorical_family,category_match_ratio,center_stability,common_category_count,consistency_status,distribution_review,distribution_shape,distribution_zero_percentage,dominance_action,dominance_categorical_family,dominance_is_absence_related,dominance_is_nominal,dominance_is_ordinal,dominance_level,dominance_unique_count,drop_review_action,drop_review_cardinality_level,drop_review_categorical_family,drop_review_consistency_status,drop_review_dominance_level,drop_review_encoding_risk,drop_review_is_absence_related,drop_review_is_nominal,drop_review_is_ordinal,drop_review_missing_percentage,drop_review_missing_type,drop_review_rare_level,drop_review_rare_row_percentage,drop_review_test_only_category_count,drop_review_top_percentage,drop_review_unique_count,drop_review_unique_ratio,dtype,encoder_safety,encoding_hint,encoding_reason,encoding_risk,encoding_safety_action,feature_group,feature_type,final_action,final_cardinality_level,final_categorical_action,final_categorical_family,final_consistency_status,final_corrected_type,final_dominance_level,final_drop_review_action,final_encoding_method,final_encoding_risk,final_is_absence_related,final_is_nominal,final_is_ordinal,final_missing_handling,final_missing_percentage,final_missing_type,final_nominal_action,final_rare_level,final_review_reason,final_test_only_category_count,final_top_percentage,final_zero_percentage,frequency_encoding_candidate,gap_to_iqr_percentage,has_negative_or_sentinel_flag,has_rare_grouping_risk,has_unseen_test_category,imputation_candidate,imputation_hint,iqr,iqr_to_range_ratio,is_absence_related,is_constant,is_high_missing,is_id_like,is_missing_feature,is_near_constant,is_nominal,is_numeric_categorical,is_object_categorical,is_ordinal,is_zero_heavy_feature,kurtosis,lower_iqr_bound,lower_tail_gap,lower_tail_gap_percentage,lower_tail_label,mad,manual_note,mapped_category_count,mapping_available,mapping_status,max,mean,mean_median_gap,mean_median_gap_percentage,median,min,missing_count,missing_handling,missing_is_absence_related,missing_missing_count,missing_missing_percentage,missing_pandas_dtype,missing_percentage,missing_review,missing_status,missing_type,mode,mode_percentage,modeling_treatment,needs_center_review,needs_distribution_review,needs_percentile_review,needs_special_value_review,negative_count,negative_percentage,nominal_cardinality_level,nominal_consistency_status,nominal_dominance_action,nominal_dominance_level,nominal_encoding_hint,nominal_encoding_risk,nominal_encoding_safety_action,nominal_is_absence_related,nominal_missing_count,nominal_missing_percentage,nominal_pandas_dtype,nominal_rare_action,nominal_rare_category_count,nominal_rare_row_percentage,nominal_top_category,nominal_top_percentage,nominal_unique_count,nominal_unique_ratio,non_zero_count,non_zero_max,non_zero_mean,non_zero_median,non_zero_min,non_zero_percentage,ohe_column_estimate,one_hot_safe,ordinal_is_absence_related,ordinal_mapping_status,ordinal_missing_count,ordinal_missing_percentage,ordinal_unique_count,pandas_dtype,percentile_review,possible_availability_review,q1,q3,range,rare_action,rare_categorical_family,rare_categories,rare_category_count,rare_decision,rare_grouping_needed,rare_is_absence_related,rare_is_nominal,rare_is_ordinal,rare_level,rare_row_count,rare_row_percentage,rare_threshold_percentage,rare_unique_count,recommended_encoding,recommended_encoding_from_cardinality,review_reason,risk_score,robust_mad,sample_values,second_category,second_count,second_percentage,sentinel_count,sentinel_values_found,skewness,special_missing_count,special_missing_percentage,special_value_action,special_zero_count,special_zero_percentage,special_zero_status,spread_level,std,tail_behavior,target_encoding_candidate_later,target_gap_percentage,target_median_when_missing,target_median_when_not_missing,test_only_categories,test_only_category_count,test_only_row_count,test_only_row_percentage,test_skewness,test_unique_count,test_zero_percentage,top_category,top_count,top_percentage,train_only_categories,train_only_category_count,train_test_categorical_family,train_test_distribution,train_test_is_absence_related,train_test_is_nominal,train_test_is_ordinal,train_unique_count,transform_zero_percentage,transformation_candidate,unique_count,unique_ratio,unique_values,unknown_handling,unmapped_categories,unmapped_category_count,upper_iqr_bound,upper_tail_gap,upper_tail_gap_percentage,upper_tail_label,variance,zero_behavior,zero_count,zero_percentage
categorical,BsmtExposure,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,keep but monitor,ordinal,1.0,0.0,1.0,moderately dominated,4.0,keep,low,ordinal,perfect match,moderately dominated,low,1.0,0.0,1.0,2.6,absence-related,no rare category,0.0,0.0,65.27,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,moderately dominated,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,2.6,absence-related,,no rare category,no major univariate drop risk,0.0,65.27,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,True,ready,,,,,,,38.0,fill missing with 'None',1.0,38.0,2.6,object,2.6,missing likely means feature absence,low,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,True,ready,38.0,2.6,4.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,1.0,0.0,1.0,no rare category,0.0,0.0,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"No, Gd, Mn, Av",Av,221.0,15.14,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,No,953.0,65.27,,0.0,ordinal,,1.0,0.0,1.0,4.0,,,4.0,0.0027,"Av, Gd, Mn, No, None",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,BsmtFinType1,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,6.0,0.0041,ordinal,1.0,,6.0,perfect match,,,,keep,ordinal,1.0,0.0,1.0,balanced,6.0,keep,low,ordinal,perfect match,balanced,low,1.0,0.0,1.0,2.53,absence-related,no rare category,0.0,0.0,29.45,6.0,0.0041,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,2.53,absence-related,,no rare category,no major univariate drop risk,0.0,29.45,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,7.0,True,ready,,,,,,,37.0,fill missing with 'None',1.0,37.0,2.53,object,2.53,missing likely means feature absence,low,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,True,ready,37.0,2.53,6.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,1.0,0.0,1.0,no rare category,0.0,0.0,1.0,6.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"GLQ, ALQ, Unf, Rec, BLQ",GLQ,418.0,28.63,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,6.0,,Unf,430.0,29.45,,0.0,ordinal,,1.0,0.0,1.0,6.0,,,6.0,0.0041,"ALQ, BLQ, GLQ, LwQ, None, Rec, Unf",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,BsmtFinType2,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,6.0,0.0041,ordinal,1.0,,6.0,perfect match,,,,review usefulness,ordinal,1.0,0.0,1.0,highly dominated,6.0,keep,low,ordinal,perfect match,highly dominated,low,1.0,0.0,1.0,2.6,absence-related,low rare impact,0.96,0.0,86.03,6.0,0.0041,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,2.6,absence-related,,low rare impact,no major univariate drop risk,0.0,86.03,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,7.0,True,ready,,,,,,,38.0,fill missing with 'None',1.0,38.0,2.6,object,2.6,missing likely means feature absence,low,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,True,ready,38.0,2.6,6.0,object,,0.0,,,,rare grouping optional,ordinal,GLQ,1.0,rare grouping optional,0.0,1.0,0.0,1.0,low rare impact,14.0,0.96,1.0,6.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Unf, BLQ, ALQ, Rec, LwQ",Rec,54.0,3.7,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,6.0,,Unf,1256.0,86.03,,0.0,ordinal,,1.0,0.0,1.0,6.0,,,6.0,0.0041,"ALQ, BLQ, GLQ, LwQ, None, Rec, Unf",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,Heating,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,6.0,0.0041,nominal,0.6667,,4.0,no unseen test category,,,,review/drop candidate,nominal,0.0,1.0,0.0,near-constant,6.0,review before keeping,low,nominal,no unseen test category,near-constant,low,0.0,1.0,0.0,0.0,none,low rare impact,0.96,0.0,97.81,6.0,0.0041,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe; train-only categories are not an issue,,,,low,keep but review,nominal,no unseen test category,object_dtype_columns,near-constant,review before keeping,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,near-constant and not clearly absence-related,0.0,97.81,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,no unseen test category,review/drop candidate,near-constant,one-hot encoding,low,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,4.0,0.96,GasA,97.81,6.0,0.0041,,,,,,,6.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"Grav, Wall, OthW, Floor",4.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,14.0,0.96,1.0,6.0,one-hot encoding,one-hot encoding,near-constant and not clearly absence-related,3.0,,"GasA, GasW, Grav, Wall, OthW",GasW,18.0,1.23,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,GasA,1428.0,97.81,"Floor, OthW",2.0,nominal,,0.0,1.0,0.0,6.0,,,6.0,0.0041,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,HeatingQC,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,5.0,0.0034,ordinal,1.0,,5.0,perfect match,,,,keep,ordinal,0.0,0.0,1.0,balanced,5.0,keep,low,ordinal,perfect match,balanced,low,0.0,0.0,1.0,0.0,none,low rare impact,0.07,0.0,50.75,5.0,0.0034,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,50.75,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,False,ready,0.0,0.0,5.0,object,,0.0,,,,rare grouping optional,ordinal,Po,1.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,1.0,0.07,1.0,5.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Ex, Gd, TA, Fa, Po",TA,428.0,29.32,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,Ex,741.0,50.75,,0.0,ordinal,,0.0,0.0,1.0,5.0,,,5.0,0.0034,"Ex, Fa, Gd, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,CentralAir,,,,,,,,,,,label encoding only if model-safe,binary,0.0,nominal,0.0,1.0,0.0,binary,2.0,0.0014,nominal,1.0,,2.0,perfect match,,,,review usefulness,nominal,0.0,1.0,0.0,highly dominated,2.0,keep,binary,nominal,perfect match,highly dominated,low,0.0,1.0,0.0,0.0,none,no rare category,0.0,0.0,93.49,2.0,0.0014,,safe one-hot/binary encoder,,Binary nominal feature can be encoded as 0/1 or one-hot encoded.,low,safe for encoding,,,,binary,keep + encode,nominal,perfect match,object_dtype_columns,highly dominated,keep,binary 0/1 or one-hot,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,no rare category,no major univariate drop risk,0.0,93.49,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,binary,perfect match,review usefulness,highly dominated,binary 0/1 encoding or one-hot,low,safe for encoding,False,0.0,0.0,object,no rare grouping needed,0.0,0.0,Y,93.49,2.0,0.0014,,,,,,,2.0,1.0,,not ordinal,,,,object,,0.0,,,,no rare grouping needed,nominal,,0.0,no rare grouping needed,0.0,0.0,1.0,0.0,no rare category,0.0,0.0,1.0,2.0,binary encoding / one-hot,binary encoding / one-hot,no major univariate drop risk,0.0,,"Y, N",N,95.0,6.51,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,2.0,,Y,1365.0,93.49,,0.0,nominal,,0.0,1.0,0.0,2.0,,,2.0,0.0014,,handle_unknown=ignore if one-hot,,,,,,,,,,
categorical,Electrical,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,5.0,0.0034,nominal,0.8,,4.0,no unseen test category,,,,review usefulness,nominal,0.0,1.0,0.0,highly dominated,5.0,keep,low,nominal,no unseen test category,highly dominated,low,0.0,1.0,0.0,0.07,unknown / low missing,low rare impact,0.34,0.0,91.37,5.0,0.0034,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe; train-only categories are not an issue,,,,low,keep + encode,nominal,no unseen test category,object_dtype_columns,highly dominated,keep,one-hot encoding,low,0.0,1.0,0.0,fill with mode or Unknown,0.07,unknown / low missing,encode directly,low rare impact,no major univariate drop risk,0.0,91.37,,0.0,,,0.0,0.0,,fill with mode or 'Unknown',,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.07,object,0.07,minor missing; simple imputation is enough,low,unknown / low missing,,,,,,,,,,low,no unseen test category,review usefulness,highly dominated,one-hot encoding,low,safe; train-only categories are not an issue,False,1.0,0.07,object,rare grouping optional,3.0,0.34,SBrkr,91.37,5.0,0.0034,,,,,,,5.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"FuseP, Mix, nan",3.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,5.0,0.34,1.0,5.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"SBrkr, FuseF, FuseA, FuseP, Mix",FuseA,94.0,6.44,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,SBrkr,1334.0,91.37,Mix,1.0,nominal,,0.0,1.0,0.0,5.0,,,5.0,0.0034,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,KitchenQual,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,keep,ordinal,0.0,0.0,1.0,balanced,4.0,keep,low,ordinal,perfect match,balanced,low,0.0,0.0,1.0,0.0,none,no rare category,0.0,0.0,50.34,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,no rare category,no major univariate drop risk,0.0,50.34,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,4.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,False,ready,0.0,0.0,4.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,0.0,0.0,1.0,no rare category,0.0,0.0,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Gd, TA, Ex, Fa",Gd,586.0,40.14,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,TA,735.0,50.34,,0.0,ordinal,,0.0,0.0,1.0,4.0,,,4.0,0.0027,"Ex, Fa, Gd, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,Functional,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,7.0,0.0048,ordinal,1.0,,7.0,perfect match,,,,review usefulness,ordinal,0.0,0.0,1.0,highly dominated,7.0,keep,low,ordinal,perfect match,highly dominated,low,0.0,0.0,1.0,0.0,none,low rare impact,1.37,0.0,93.15,7.0,0.0048,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,93.15,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,7.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,False,ready,0.0,0.0,7.0,object,,0.0,,,,rare grouping optional,ordinal,"Maj1, Maj2, Sev",3.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,20.0,1.37,1.0,7.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Typ, Min1, Maj1, Min2, Mod",Min2,34.0,2.33,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,7.0,,Typ,1360.0,93.15,,0.0,ordinal,,0.0,0.0,1.0,7.0,,,7.0,0.0048,"Maj1, Maj2, Min1, Min2, Mod, Sev, Typ",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,FireplaceQu,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,5.0,0.0034,ordinal,1.0,,5.0,perfect match,,,,keep,ordinal,1.0,0.0,1.0,balanced,5.0,keep,low,ordinal,perfect match,balanced,low,1.0,0.0,1.0,47.26,absence-related,no rare category,0.0,0.0,47.26,5.0,0.0034,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,47.26,absence-related,,no rare category,no major univariate drop risk,0.0,47.26,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,6.0,True,ready,,,,,,,690.0,fill missing with 'None',1.0,690.0,47.26,object,47.26,missing likely means feature absence,high,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,True,ready,690.0,47.26,5.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,1.0,0.0,1.0,no rare category,0.0,0.0,1.0,5.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"TA, Gd, Fa, Ex, Po",Gd,380.0,26.03,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,,690.0,47.26,,0.0,ordinal,,1.0,0.0,1.0,5.0,,,5.0,0.0034,"Ex, Fa, Gd, None, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,GarageType,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,1.0,1.0,0.0,low,6.0,0.0041,nominal,1.0,,6.0,perfect match,,,,keep,nominal,1.0,1.0,0.0,balanced,6.0,keep,low,nominal,perfect match,balanced,low,1.0,1.0,0.0,5.55,absence-related,low rare impact,1.03,0.0,59.59,6.0,0.0041,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,balanced,keep,one-hot encoding,low,1.0,1.0,0.0,fill with None,5.55,absence-related,encode directly,low rare impact,no major univariate drop risk,0.0,59.59,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,81.0,,1.0,81.0,5.55,object,5.55,missing likely means feature absence,moderate,absence-related,,,,,,,,,,low,perfect match,keep,balanced,one-hot encoding,low,safe for encoding,True,81.0,5.55,object,rare grouping optional,2.0,1.03,Attchd,59.59,6.0,0.0041,,,,,,,6.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"CarPort, 2Types",2.0,rare grouping optional,0.0,1.0,1.0,0.0,low rare impact,15.0,1.03,1.0,6.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"Attchd, Detchd, BuiltIn, CarPort, Basment",Detchd,387.0,26.51,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,6.0,,Attchd,870.0,59.59,,0.0,nominal,,1.0,1.0,0.0,6.0,,,6.0,0.0041,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,GarageFinish,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,3.0,0.0021,ordinal,1.0,,3.0,perfect match,,,,keep,ordinal,1.0,0.0,1.0,balanced,3.0,keep,low,ordinal,perfect match,balanced,low,1.0,0.0,1.0,5.55,absence-related,no rare category,0.0,0.0,41.44,3.0,0.0021,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,balanced,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,5.55,absence-related,,no rare category,no major univariate drop risk,0.0,41.44,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,4.0,True,ready,,,,,,,81.0,fill missing with 'None',1.0,81.0,5.55,object,5.55,missing likely means feature absence,moderate,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,True,ready,81.0,5.55,3.0,object,,0.0,,,,no rare grouping needed,ordinal,,0.0,no rare grouping needed,0.0,1.0,0.0,1.0,no rare category,0.0,0.0,1.0,3.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"RFn, Unf, Fin",RFn,422.0,28.9,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,3.0,,Unf,605.0,41.44,,0.0,ordinal,,1.0,0.0,1.0,3.0,,,3.0,0.0021,"Fin, None, RFn, Unf",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,GarageQual,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,5.0,0.0034,ordinal,0.8,,4.0,no unseen test category,,,,review usefulness,ordinal,1.0,0.0,1.0,highly dominated,5.0,keep,low,ordinal,no unseen test category,highly dominated,low,1.0,0.0,1.0,5.55,absence-related,low rare impact,1.37,0.0,89.79,5.0,0.0034,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe; train-only categories are not an issue,,,,low,keep + encode,ordinal,no unseen test category,object_dtype_columns,highly dominated,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,5.55,absence-related,,low rare impact,no major univariate drop risk,0.0,89.79,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,6.0,True,ready,,,,,,,81.0,fill missing with 'None',1.0,81.0,5.55,object,5.55,missing likely means feature absence,moderate,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,True,ready,81.0,5.55,5.0,object,,0.0,,,,rare grouping optional,ordinal,"Gd, Ex, Po",3.0,rare grouping optional,0.0,1.0,0.0,1.0,low rare impact,20.0,1.37,1.0,5.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"TA, Fa, Gd, Ex, Po",,81.0,5.55,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,TA,1311.0,89.79,Ex,1.0,ordinal,,1.0,0.0,1.0,5.0,,,5.0,0.0034,"Ex, Fa, Gd, None, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,GarageCond,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,1.0,0.0,1.0,low,5.0,0.0034,ordinal,1.0,,5.0,perfect match,,,,review usefulness,ordinal,1.0,0.0,1.0,highly dominated,5.0,keep,low,ordinal,perfect match,highly dominated,low,1.0,0.0,1.0,5.55,absence-related,low rare impact,1.23,0.0,90.82,5.0,0.0034,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,1.0,0.0,1.0,fill with None,5.55,absence-related,,low rare impact,no major univariate drop risk,0.0,90.82,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,6.0,True,ready,,,,,,,81.0,fill missing with 'None',1.0,81.0,5.55,object,5.55,missing likely means feature absence,moderate,absence-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,True,ready,81.0,5.55,5.0,object,,0.0,,,,rare grouping optional,ordinal,"Gd, Po, Ex",3.0,rare grouping optional,0.0,1.0,0.0,1.0,low rare impact,18.0,1.23,1.0,5.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"TA, Fa, Gd, Po, Ex",,81.0,5.55,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,TA,1326.0,90.82,,0.0,ordinal,,1.0,0.0,1.0,5.0,,,5.0,0.0034,"Ex, Fa, Gd, None, Po, TA",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
