Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,LivingPlusBasementSF,TotalPorchSF,OutdoorSF,TotalBath,HouseAge,RemodAge,IsNewHouse,IsRemodeled,HasGarageYrBlt,GarageAge,HasGarage,HasBasement,HasFireplace,HasPool,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,Has3SsnPorch,HasMiscFeature,HasFence,HasAlley,ExteriorMatched
1047,60,RL,85.0,16056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,None,None,None,0,7,2006,New,Partial,4860,4860,108,322,3.5,1,0,1,1,1,1.0,1,1,1,0,1,1,1,0,0,0,0,0,0
1048,20,RL,57.0,9245,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,None,Detchd,1996.0,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Normal,1980,1980,0,0,1.5,14,13,0,1,1,12.0,1,1,0,0,0,0,0,0,0,0,0,0,1
1049,20,RL,100.0,21750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,11,2009,WD,Normal,1771,1771,0,0,1.0,49,3,0,1,1,49.0,1,0,1,0,1,0,0,0,0,0,1,0,1
1050,20,RL,60.0,11100,Pave,None,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,Typ,0,None,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Abnorml,930,930,0,0,1.0,64,4,0,1,1,64.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1051,20,RL,73.0,8993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,None,None,None,0,8,2007,New,Partial,2604,2604,22,22,2.0,0,0,1,0,1,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1
1052,20,RL,103.0,11175,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,None,None,None,0,10,2007,New,Partial,2632,2632,20,20,2.0,0,0,1,0,1,0.0,1,1,1,0,0,0,1,0,0,0,0,0,1
1053,60,RL,100.0,9500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,None,GdPrv,None,0,6,2007,WD,Normal,2793,2793,52,52,2.0,43,29,0,1,1,43.0,1,1,1,0,1,0,1,0,0,0,1,0,1
1054,20,RL,68.0,8562,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1957.0,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2742,2742,78,194,1.0,53,8,0,1,1,53.0,1,1,1,0,1,1,1,0,0,0,0,0,1
1055,60,RL,90.0,11367,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,None,None,None,0,11,2006,WD,Normal,3054,3054,60,259,3.5,4,4,0,0,1,4.0,1,1,1,0,1,1,1,0,0,0,0,0,1
1056,20,RL,104.0,11361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,None,MnPrv,None,0,5,2008,COD,Abnorml,2716,2716,189,189,2.5,32,32,0,0,1,32.0,1,1,1,0,1,0,0,1,0,0,1,0,1
1057,120,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2728,2728,36,228,3.0,1,1,1,0,1,1.0,1,1,1,0,1,1,1,0,0,0,0,0,1
1058,60,RL,91.0,29959,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,None,None,None,0,1,2009,WD,Normal,2823,2823,98,266,2.5,15,15,0,0,1,15.0,1,1,1,0,0,1,1,0,0,0,0,0,1
1059,60,RL,96.0,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,7,2009,WD,Normal,3288,3288,102,102,3.5,1,1,1,0,1,1.0,1,1,1,0,1,0,1,0,0,0,0,0,1
1060,50,RL,74.0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,None,None,None,0,3,2007,WD,Normal,2845,2845,19,19,1.5,75,57,0,1,1,30.0,1,1,1,0,1,0,0,0,0,0,0,0,1
1061,120,RL,41.0,4920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2001.0,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,None,None,None,0,4,2010,WD,Normal,2676,2676,170,170,3.0,9,9,0,0,1,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1062,30,C (all),120.0,18000,Grvl,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1994.0,RFn,3,1248,TA,TA,Y,0,20,0,0,0,0,None,None,Shed,560,8,2008,ConLD,Normal,1788,1788,20,20,1.0,73,58,0,1,1,14.0,1,1,0,0,0,0,1,0,0,1,0,0,1
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,TA,10,Min2,0,None,Detchd,1945.0,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,None,None,None,0,9,2007,WD,Normal,2999,2999,57,57,2.0,107,57,0,1,1,62.0,1,1,0,0,0,0,1,0,0,0,0,1,1
1064,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,2206,2206,120,286,1.0,81,26,0,1,1,30.0,1,1,1,0,0,1,1,0,0,0,1,0,1
1065,20,RL,73.0,11000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,2308,2308,58,58,1.5,43,43,0,0,1,43.0,1,1,1,0,1,0,1,0,0,0,1,0,1
1066,60,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1996.0,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,None,None,None,0,4,2010,WD,Normal,3566,3566,44,340,3.5,14,13,0,1,1,14.0,1,1,0,0,0,1,1,0,0,0,0,0,1
1067,60,RL,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2370,2370,40,40,2.5,16,15,0,1,1,16.0,1,1,1,0,0,0,1,0,0,0,0,0,1
1068,60,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1964.0,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,None,None,None,0,6,2008,WD,Normal,2391,2391,317,645,2.5,44,44,0,0,1,44.0,1,1,0,0,1,1,1,1,0,0,0,0,1
1069,160,RM,42.0,3964,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,None,GdPrv,None,0,6,2006,WD,Normal,3463,3463,20,748,3.5,33,33,0,0,1,33.0,1,1,1,0,0,1,1,0,0,0,1,0,0
1070,45,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,None,Detchd,1985.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,1738,1738,0,0,1.5,58,4,0,1,1,22.0,1,1,0,0,0,0,0,0,0,0,0,0,1
1071,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,None,None,None,0,6,2007,WD,Normal,2096,2096,212,212,2.0,51,51,0,0,1,51.0,1,1,0,0,1,0,1,1,0,0,0,0,1
1072,60,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,TA,8,Typ,0,None,Attchd,1968.0,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2283,2283,0,0,1.5,41,41,0,0,1,41.0,1,1,0,0,0,0,0,0,0,0,0,0,1
1073,50,RL,50.0,7585,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1,280,TA,TA,P,0,0,0,0,0,0,None,None,None,0,8,2006,WD,Normal,2266,2266,0,0,2.5,58,56,0,1,1,52.0,1,1,1,0,0,0,0,0,0,0,0,0,1
1074,60,RL,75.0,7950,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,None,MnPrv,None,0,7,2009,WD,Normal,2116,2116,0,252,1.5,32,32,0,0,1,32.0,1,1,0,0,1,1,0,0,0,0,1,0,0
1075,20,RL,74.0,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,None,None,None,0,5,2007,WD,Normal,2480,2480,93,233,2.0,1,1,1,0,1,1.0,1,1,0,0,0,1,1,0,0,0,0,0,1
1076,70,RL,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,CWD,Normal,2540,2540,0,0,1.5,67,23,0,1,1,67.0,1,1,1,0,0,0,0,0,0,0,0,0,1
1077,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,436,21,0,0,0,0,None,None,Shed,500,4,2006,WD,Normal,2262,2262,21,457,2.5,70,17,0,1,1,56.0,1,1,1,0,0,1,1,0,0,1,0,1,1
1078,20,RL,73.0,15870,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1969.0,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,None,None,None,0,3,2006,WD,Abnorml,2192,2192,32,272,2.0,37,37,0,0,1,37.0,1,1,0,0,0,1,1,0,0,0,0,0,0
1079,120,RM,37.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,1696,1696,0,140,2.0,2,2,0,0,1,2.0,1,1,1,0,1,1,0,0,0,0,0,0,1
1080,20,RL,65.0,8775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,None,None,None,0,4,2007,WD,Normal,1980,1980,64,64,1.0,13,13,0,0,1,11.0,1,1,0,0,0,0,1,0,0,0,0,0,1
1081,20,RL,80.0,11040,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,None,Attchd,1971.0,RFn,2,528,TA,TA,Y,55,0,0,216,0,0,None,None,None,0,10,2008,COD,Abnorml,2516,2516,216,271,2.5,37,4,0,1,1,37.0,1,1,0,0,1,1,0,0,1,0,0,0,1
1082,20,RL,75.0,7500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,2080,2080,220,220,2.5,47,47,0,0,1,47.0,1,1,0,0,0,0,0,0,0,0,1,0,1
1083,20,RL,70.0,8749,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,None,None,None,0,9,2007,WD,Normal,2918,2918,39,231,2.0,5,5,0,0,1,5.0,1,1,1,0,1,1,1,0,0,0,0,0,1
1084,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0,116,0,0,0,0,None,MnPrv,Shed,700,3,2006,WD,Normal,2502,2502,116,116,2.0,42,42,0,0,1,42.0,1,1,1,0,1,0,1,0,0,1,1,0,1
1085,60,RL,65.0,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,315,44,0,0,0,0,None,None,None,0,7,2006,WD,Normal,2189,2189,44,359,2.5,11,10,0,1,1,11.0,1,1,1,0,0,1,1,0,0,0,0,0,1
1086,85,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,Gd,5,Typ,0,None,Attchd,1992.0,Unf,2,564,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,1932,1932,0,120,2.0,18,18,0,0,1,18.0,1,1,0,0,0,1,0,0,0,0,0,0,1
1087,160,RM,21.0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1973.0,RFn,1,286,TA,TA,Y,120,96,0,0,0,0,None,None,None,0,5,2010,WD,Normal,1638,1638,96,216,1.5,37,37,0,0,1,37.0,1,1,0,0,0,1,1,0,0,0,0,0,0
1088,60,FV,85.0,10574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,160,50,0,0,0,0,None,None,None,0,5,2009,WD,Normal,3035,3035,50,210,2.5,4,3,0,1,1,4.0,1,1,1,0,0,1,1,0,0,0,0,0,1
